property name,property location,property type,property circle rate /100 sqm,property circle_rates per sq feet,property plot_area,property far,property built up area,property age,property Multi_factor,property_construction_cost,property valuation,presumed annual rent by valuation method,property_class,presumed annual rent per feet,presumed annual rent by built up method,presumed annual rent for annual rateable value calculation,annual rateable value,property_tax
mliee,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,16,0.7,1100,833294.73,41664.74,1,120.0,108000.0,41664.74,37498.26,2062.4
qcnwu,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,16,0.7,1300,959294.73,47964.74,1,120.0,108000.0,47964.74,43168.26,2374.25
ssdei,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,700,518294.73,25914.74,1,120.0,108000.0,25914.74,23323.26,1282.78
yikmv,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,1000,680294.73,34014.74,1,120.0,108000.0,34014.74,30613.26,1683.73
kyqat,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,1100,734294.73,36714.74,1,120.0,108000.0,36714.74,33043.26,1817.38
oxpfd,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,1300,842294.73,42114.74,1,120.0,108000.0,42114.74,37903.26,2084.68
alexn,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,1,1,700,770294.73,38514.74,2,60.0,54000.0,38514.74,34663.26,1906.48
rorar,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,1,1,1000,1040294.73,52014.74,2,60.0,54000.0,52014.74,46813.26,2574.73
sknfp,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,1,1,1100,1130294.73,56514.74,2,60.0,54000.0,54000.0,48600.0,2673.0
chspq,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,1,1,1300,1310294.73,65514.74,2,60.0,54000.0,54000.0,48600.0,2673.0
wahja,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,6,0.9,700,707294.73,35364.74,2,60.0,54000.0,35364.74,31828.26,1750.55
cjnht,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,6,0.9,1000,950294.73,47514.74,2,60.0,54000.0,47514.74,42763.26,2351.98
lrksz,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,6,0.9,1100,1031294.73,51564.74,2,60.0,54000.0,51564.74,46408.26,2552.45
bkiaa,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,6,0.9,1300,1193294.73,59664.74,2,60.0,54000.0,54000.0,48600.0,2673.0
oxjcd,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,11,0.8,700,644294.73,32214.74,2,60.0,54000.0,32214.74,28993.26,1594.63
dwcht,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,11,0.8,1000,860294.73,43014.74,2,60.0,54000.0,43014.74,38713.26,2129.23
ecoto,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,11,0.8,1100,932294.73,46614.74,2,60.0,54000.0,46614.74,41953.26,2307.43
qmylv,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,11,0.8,1300,1076294.73,53814.74,2,60.0,54000.0,53814.74,48433.26,2663.83
ibvlc,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,16,0.7,700,581294.73,29064.74,2,60.0,54000.0,29064.74,26158.26,1438.7
pyoak,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,16,0.7,1000,770294.73,38514.74,2,60.0,54000.0,38514.74,34663.26,1906.48
aklcu,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,16,0.7,1100,833294.73,41664.74,2,60.0,54000.0,41664.74,37498.26,2062.4
vyzeb,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,16,0.7,1300,959294.73,47964.74,2,60.0,54000.0,47964.74,43168.26,2374.25
nwdnu,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,700,518294.73,25914.74,2,60.0,54000.0,25914.74,23323.26,1282.78
luqtv,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,1000,680294.73,34014.74,2,60.0,54000.0,34014.74,30613.26,1683.73
mukzk,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,1100,734294.73,36714.74,2,60.0,54000.0,36714.74,33043.26,1817.38
ygtfy,pariyari,commercial,125843.2,116.91,1200.0,0.75,900.0,21,0.6,1300,842294.73,42114.74,2,60.0,54000.0,42114.74,37903.26,2084.68
veqay,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,700,941401.44,47070.07,1,80.0,96000.0,47070.07,42363.06,1482.71
rukpz,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,1000,1301401.44,65070.07,1,80.0,96000.0,65070.07,58563.06,2049.71
zdvwm,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,1100,1421401.44,71070.07,1,80.0,96000.0,71070.07,63963.06,2238.71
sanic,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,1300,1661401.44,83070.07,1,80.0,96000.0,83070.07,74763.06,2616.71
ecdta,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,700,857401.44,42870.07,1,80.0,96000.0,42870.07,38583.06,1350.41
tifyj,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,1000,1181401.44,59070.07,1,80.0,96000.0,59070.07,53163.06,1860.71
fgefc,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,1100,1289401.44,64470.07,1,80.0,96000.0,64470.07,58023.06,2030.81
ycxsw,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,1300,1505401.44,75270.07,1,80.0,96000.0,75270.07,67743.06,2371.01
ebtey,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,700,773401.44,38670.07,1,80.0,96000.0,38670.07,34803.06,1218.11
kfunc,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,1000,1061401.44,53070.07,1,80.0,96000.0,53070.07,47763.06,1671.71
rxhrw,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,1100,1157401.44,57870.07,1,80.0,96000.0,57870.07,52083.06,1822.91
uqerl,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,1300,1349401.44,67470.07,1,80.0,96000.0,67470.07,60723.06,2125.31
hvqvv,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,700,689401.44,34470.07,1,80.0,96000.0,34470.07,31023.06,1085.81
wsveu,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,1000,941401.44,47070.07,1,80.0,96000.0,47070.07,42363.06,1482.71
lipih,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,1100,1025401.44,51270.07,1,80.0,96000.0,51270.07,46143.06,1615.01
aetqn,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,1300,1193401.44,59670.07,1,80.0,96000.0,59670.07,53703.06,1879.61
gnibt,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,700,605401.44,30270.07,1,80.0,96000.0,30270.07,27243.06,953.51
kdnmz,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,1000,821401.44,41070.07,1,80.0,96000.0,41070.07,36963.06,1293.71
wgjsb,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,1100,893401.44,44670.07,1,80.0,96000.0,44670.07,40203.06,1407.11
fcnvd,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,1300,1037401.44,51870.07,1,80.0,96000.0,51870.07,46683.06,1633.91
lxlfk,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,700,941401.44,47070.07,2,40.0,48000.0,47070.07,42363.06,1482.71
ujebj,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,1000,1301401.44,65070.07,2,40.0,48000.0,48000.0,43200.0,1512.0
szwte,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,1100,1421401.44,71070.07,2,40.0,48000.0,48000.0,43200.0,1512.0
tfrso,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,1,1,1300,1661401.44,83070.07,2,40.0,48000.0,48000.0,43200.0,1512.0
ynnlh,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,700,857401.44,42870.07,2,40.0,48000.0,42870.07,38583.06,1350.41
bnwzu,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,1000,1181401.44,59070.07,2,40.0,48000.0,48000.0,43200.0,1512.0
xwadv,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,1100,1289401.44,64470.07,2,40.0,48000.0,48000.0,43200.0,1512.0
vxhkd,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,6,0.9,1300,1505401.44,75270.07,2,40.0,48000.0,48000.0,43200.0,1512.0
bmrhs,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,700,773401.44,38670.07,2,40.0,48000.0,38670.07,34803.06,1218.11
ufjsv,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,1000,1061401.44,53070.07,2,40.0,48000.0,48000.0,43200.0,1512.0
ugppd,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,1100,1157401.44,57870.07,2,40.0,48000.0,48000.0,43200.0,1512.0
ytirl,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,11,0.8,1300,1349401.44,67470.07,2,40.0,48000.0,48000.0,43200.0,1512.0
eycwy,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,700,689401.44,34470.07,2,40.0,48000.0,34470.07,31023.06,1085.81
wykxv,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,1000,941401.44,47070.07,2,40.0,48000.0,47070.07,42363.06,1482.71
caqek,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,1100,1025401.44,51270.07,2,40.0,48000.0,48000.0,43200.0,1512.0
zdjxv,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,16,0.7,1300,1193401.44,59670.07,2,40.0,48000.0,48000.0,43200.0,1512.0
kdola,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,700,605401.44,30270.07,2,40.0,48000.0,30270.07,27243.06,953.51
sgqkn,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,1000,821401.44,41070.07,2,40.0,48000.0,41070.07,36963.06,1293.71
tjfxp,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,1100,893401.44,44670.07,2,40.0,48000.0,44670.07,40203.06,1407.11
rtbyw,pariyari,residential,90956.25,84.5,1200.0,1.0,1200.0,21,0.6,1300,1037401.44,51870.07,2,40.0,48000.0,48000.0,43200.0,1512.0
pqldt,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,700,980294.73,49014.74,1,120.0,144000.0,49014.74,44113.26,2426.23
vqpsd,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,1000,1340294.73,67014.74,1,120.0,144000.0,67014.74,60313.26,3317.23
jcvna,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,1100,1460294.73,73014.74,1,120.0,144000.0,73014.74,65713.26,3614.23
avllk,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,1300,1700294.73,85014.74,1,120.0,144000.0,85014.74,76513.26,4208.23
norxw,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,700,896294.73,44814.74,1,120.0,144000.0,44814.74,40333.26,2218.33
rzudf,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,1000,1220294.73,61014.74,1,120.0,144000.0,61014.74,54913.26,3020.23
hstup,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,1100,1328294.73,66414.74,1,120.0,144000.0,66414.74,59773.26,3287.53
bxsez,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,1300,1544294.73,77214.74,1,120.0,144000.0,77214.74,69493.26,3822.13
lswbs,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,700,812294.73,40614.74,1,120.0,144000.0,40614.74,36553.26,2010.43
qyvzu,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,1000,1100294.73,55014.74,1,120.0,144000.0,55014.74,49513.26,2723.23
jmtrc,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,1100,1196294.73,59814.74,1,120.0,144000.0,59814.74,53833.26,2960.83
wkqds,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,1300,1388294.73,69414.74,1,120.0,144000.0,69414.74,62473.26,3436.03
sicxi,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,700,728294.73,36414.74,1,120.0,144000.0,36414.74,32773.26,1802.53
fwmti,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,1000,980294.73,49014.74,1,120.0,144000.0,49014.74,44113.26,2426.23
bvxec,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,1100,1064294.73,53214.74,1,120.0,144000.0,53214.74,47893.26,2634.13
jmkpo,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,1300,1232294.73,61614.74,1,120.0,144000.0,61614.74,55453.26,3049.93
wwenb,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,700,644294.73,32214.74,1,120.0,144000.0,32214.74,28993.26,1594.63
qbvna,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,1000,860294.73,43014.74,1,120.0,144000.0,43014.74,38713.26,2129.23
ghkhr,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,1100,932294.73,46614.74,1,120.0,144000.0,46614.74,41953.26,2307.43
xjdjk,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,1300,1076294.73,53814.74,1,120.0,144000.0,53814.74,48433.26,2663.83
ubvos,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,700,980294.73,49014.74,2,60.0,72000.0,49014.74,44113.26,2426.23
xmool,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,1000,1340294.73,67014.74,2,60.0,72000.0,67014.74,60313.26,3317.23
dprdt,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,1100,1460294.73,73014.74,2,60.0,72000.0,72000.0,64800.0,3564.0
rllbj,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,1,1,1300,1700294.73,85014.74,2,60.0,72000.0,72000.0,64800.0,3564.0
zygca,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,700,896294.73,44814.74,2,60.0,72000.0,44814.74,40333.26,2218.33
irvla,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,1000,1220294.73,61014.74,2,60.0,72000.0,61014.74,54913.26,3020.23
xsksr,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,1100,1328294.73,66414.74,2,60.0,72000.0,66414.74,59773.26,3287.53
gjuhi,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,6,0.9,1300,1544294.73,77214.74,2,60.0,72000.0,72000.0,64800.0,3564.0
fnmvb,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,700,812294.73,40614.74,2,60.0,72000.0,40614.74,36553.26,2010.43
lgful,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,1000,1100294.73,55014.74,2,60.0,72000.0,55014.74,49513.26,2723.23
zbzwc,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,1100,1196294.73,59814.74,2,60.0,72000.0,59814.74,53833.26,2960.83
fnezb,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,11,0.8,1300,1388294.73,69414.74,2,60.0,72000.0,69414.74,62473.26,3436.03
fukbo,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,700,728294.73,36414.74,2,60.0,72000.0,36414.74,32773.26,1802.53
pmtam,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,1000,980294.73,49014.74,2,60.0,72000.0,49014.74,44113.26,2426.23
thvqq,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,1100,1064294.73,53214.74,2,60.0,72000.0,53214.74,47893.26,2634.13
zghrt,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,16,0.7,1300,1232294.73,61614.74,2,60.0,72000.0,61614.74,55453.26,3049.93
vdexh,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,700,644294.73,32214.74,2,60.0,72000.0,32214.74,28993.26,1594.63
ujbdv,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,1000,860294.73,43014.74,2,60.0,72000.0,43014.74,38713.26,2129.23
tcuum,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,1100,932294.73,46614.74,2,60.0,72000.0,46614.74,41953.26,2307.43
ubzzb,pariyari,commercial,125843.2,116.91,1200.0,1.0,1200.0,21,0.6,1300,1076294.73,53814.74,2,60.0,72000.0,53814.74,48433.26,2663.83
dmhfy,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,700,955902.65,47795.13,1,80.0,88000.0,47795.13,43015.62,1505.55
eznsz,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,1000,1285902.65,64295.13,1,80.0,88000.0,64295.13,57865.62,2025.3
wpoho,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,1100,1395902.65,69795.13,1,80.0,88000.0,69795.13,62815.62,2198.55
eebwe,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,1300,1615902.65,80795.13,1,80.0,88000.0,80795.13,72715.62,2545.05
ejuwl,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,700,878902.65,43945.13,1,80.0,88000.0,43945.13,39550.62,1384.27
ecexb,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,1000,1175902.65,58795.13,1,80.0,88000.0,58795.13,52915.62,1852.05
uwkyz,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,1100,1274902.65,63745.13,1,80.0,88000.0,63745.13,57370.62,2007.97
pyqzt,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,1300,1472902.65,73645.13,1,80.0,88000.0,73645.13,66280.62,2319.82
fbsez,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,700,801902.65,40095.13,1,80.0,88000.0,40095.13,36085.62,1263.0
utrvp,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1000,1065902.65,53295.13,1,80.0,88000.0,53295.13,47965.62,1678.8
ptdsw,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1100,1153902.65,57695.13,1,80.0,88000.0,57695.13,51925.62,1817.4
xtkca,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1300,1329902.65,66495.13,1,80.0,88000.0,66495.13,59845.62,2094.6
szxbs,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,700,724902.65,36245.13,1,80.0,88000.0,36245.13,32620.62,1141.72
hselv,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1000,955902.65,47795.13,1,80.0,88000.0,47795.13,43015.62,1505.55
esque,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1100,1032902.65,51645.13,1,80.0,88000.0,51645.13,46480.62,1626.82
lqoen,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1300,1186902.65,59345.13,1,80.0,88000.0,59345.13,53410.62,1869.37
mvkng,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,700,647902.65,32395.13,1,80.0,88000.0,32395.13,29155.62,1020.45
faufn,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1000,845902.65,42295.13,1,80.0,88000.0,42295.13,38065.62,1332.3
jekps,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1100,911902.65,45595.13,1,80.0,88000.0,45595.13,41035.62,1436.25
lnvfl,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1300,1043902.65,52195.13,1,80.0,88000.0,52195.13,46975.62,1644.15
fswiu,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,700,955902.65,47795.13,2,40.0,44000.0,44000.0,39600.0,1386.0
yutdz,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,1000,1285902.65,64295.13,2,40.0,44000.0,44000.0,39600.0,1386.0
kfbyb,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,1100,1395902.65,69795.13,2,40.0,44000.0,44000.0,39600.0,1386.0
yxcxf,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,1,1,1300,1615902.65,80795.13,2,40.0,44000.0,44000.0,39600.0,1386.0
dqjbe,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,700,878902.65,43945.13,2,40.0,44000.0,43945.13,39550.62,1384.27
khuwn,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,1000,1175902.65,58795.13,2,40.0,44000.0,44000.0,39600.0,1386.0
fsqli,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,1100,1274902.65,63745.13,2,40.0,44000.0,44000.0,39600.0,1386.0
ggikp,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,6,0.9,1300,1472902.65,73645.13,2,40.0,44000.0,44000.0,39600.0,1386.0
rfkyn,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,700,801902.65,40095.13,2,40.0,44000.0,40095.13,36085.62,1263.0
iwfor,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1000,1065902.65,53295.13,2,40.0,44000.0,44000.0,39600.0,1386.0
ssjje,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1100,1153902.65,57695.13,2,40.0,44000.0,44000.0,39600.0,1386.0
vpihp,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1300,1329902.65,66495.13,2,40.0,44000.0,44000.0,39600.0,1386.0
mkiyr,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,700,724902.65,36245.13,2,40.0,44000.0,36245.13,32620.62,1141.72
vyxdt,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1000,955902.65,47795.13,2,40.0,44000.0,44000.0,39600.0,1386.0
gaavb,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1100,1032902.65,51645.13,2,40.0,44000.0,44000.0,39600.0,1386.0
azprf,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1300,1186902.65,59345.13,2,40.0,44000.0,44000.0,39600.0,1386.0
jkfjd,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,700,647902.65,32395.13,2,40.0,44000.0,32395.13,29155.62,1020.45
bupen,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1000,845902.65,42295.13,2,40.0,44000.0,42295.13,38065.62,1332.3
ggcev,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1100,911902.65,45595.13,2,40.0,44000.0,44000.0,39600.0,1386.0
uojmk,pariyari,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1300,1043902.65,52195.13,2,40.0,44000.0,44000.0,39600.0,1386.0
bhhvp,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,700,1027207.0,51360.35,1,120.0,132000.0,51360.35,46224.31,2542.34
rffrf,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,1000,1357207.0,67860.35,1,120.0,132000.0,67860.35,61074.31,3359.09
rebvh,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,1100,1467207.0,73360.35,1,120.0,132000.0,73360.35,66024.31,3631.34
wkkby,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,1300,1687207.0,84360.35,1,120.0,132000.0,84360.35,75924.31,4175.84
yuzmj,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,700,950207.0,47510.35,1,120.0,132000.0,47510.35,42759.31,2351.76
xrfnd,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,1000,1247207.0,62360.35,1,120.0,132000.0,62360.35,56124.31,3086.84
illiz,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,1100,1346207.0,67310.35,1,120.0,132000.0,67310.35,60579.31,3331.86
jomeu,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,1300,1544207.0,77210.35,1,120.0,132000.0,77210.35,69489.31,3821.91
xrmas,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,700,873207.0,43660.35,1,120.0,132000.0,43660.35,39294.31,2161.19
qpwjn,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,1000,1137207.0,56860.35,1,120.0,132000.0,56860.35,51174.31,2814.59
yyggx,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,1100,1225207.0,61260.35,1,120.0,132000.0,61260.35,55134.31,3032.39
qvzqy,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,1300,1401207.0,70060.35,1,120.0,132000.0,70060.35,63054.31,3467.99
tynmi,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,700,796207.0,39810.35,1,120.0,132000.0,39810.35,35829.31,1970.61
coefj,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,1000,1027207.0,51360.35,1,120.0,132000.0,51360.35,46224.31,2542.34
lkhjx,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,1100,1104207.0,55210.35,1,120.0,132000.0,55210.35,49689.31,2732.91
twmfi,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,1300,1258207.0,62910.35,1,120.0,132000.0,62910.35,56619.31,3114.06
yfcpv,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,700,719207.0,35960.35,1,120.0,132000.0,35960.35,32364.31,1780.04
fisjk,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,1000,917207.0,45860.35,1,120.0,132000.0,45860.35,41274.31,2270.09
dkhsz,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,1100,983207.0,49160.35,1,120.0,132000.0,49160.35,44244.31,2433.44
eeasb,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,1300,1115207.0,55760.35,1,120.0,132000.0,55760.35,50184.31,2760.14
fqcdg,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,700,1027207.0,51360.35,2,60.0,66000.0,51360.35,46224.31,2542.34
ycywq,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,1000,1357207.0,67860.35,2,60.0,66000.0,66000.0,59400.0,3267.0
lvzjm,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,1100,1467207.0,73360.35,2,60.0,66000.0,66000.0,59400.0,3267.0
fepuk,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,1,1,1300,1687207.0,84360.35,2,60.0,66000.0,66000.0,59400.0,3267.0
